family	genus	species	taxid	segment	refseqs	neighbor-count
Paramyxoviridae	Rubulavirus	Bat mumps rubulavirus	1979159	None	NC_038271	1
Paramyxoviridae	Rubulavirus	Human rubulavirus 2	1979160	None	NC_003443	59
Paramyxoviridae	Rubulavirus	Human rubulavirus 4	1979161	None	NC_021928	25
Paramyxoviridae	Rubulavirus	Mammalian rubulavirus 5	1979162	None	NC_006430	26
Paramyxoviridae	Rubulavirus	Mapuera rubulavirus	1979163	None	NC_009489	1
Paramyxoviridae	Rubulavirus	Menangle rubulavirus	1979164	None	NC_039197	2
Paramyxoviridae	Rubulavirus	Mumps rubulavirus	1979165	None	NC_002200	296
Paramyxoviridae	Rubulavirus	Porcine rubulavirus	53179	None	NC_009640	6
Paramyxoviridae	Rubulavirus	Simian rubulavirus	1979166	None	NC_006428	1
Paramyxoviridae	Rubulavirus	Tioman rubulavirus	1979169	None	NC_004074	1
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 1	1979170	None	NC_025410	1
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 2	1979171	None	NC_025348	1
Paramyxoviridae	Rubulavirus	Tuhoko rubulavirus 3	1979172	None	NC_025350	1
Parvoviridae	unknown	Artibeus jamaicensis parvovirus 1	1131485	None	NC_016752	1
Parvoviridae	unknown	Bosavirus MS-2016a	1917013	None	NC_031959	1
Parvoviridae	unknown	Bufavirus-3	1391667	None	NC_024888	6
Parvoviridae	unknown	Desmodus rotundus parvovirus	1926498	None	NC_032097	1
Parvoviridae	unknown	Equine parvovirus H	2079554	None	NC_040652	1
Parvoviridae	unknown	Mouse kidney parvovirus	2316143	None	NC_040843	1
Parvoviridae	unknown	Parus major densovirus	1907771	None	NC_031450	1
Parvoviridae	unknown	Parvovirus NIH-CQV	1341019	None	NC_022089	6
Parvoviridae	unknown	Porcine partetravirus	1208310	None	NC_022104	1
Parvoviridae	unknown	Red-crowned crane parvovirus	2079601	None	NC_040603,NC_040672	2
Parvoviridae	unknown	Sea otter parvovirus 1	1882382	None	NC_030837	1
Parvoviridae	unknown	Sesavirus CSL10538	1519097	None	NC_026251	1
Parvoviridae	unknown	Slow loris parvovirus 1	1581151	None	NC_025891	1
Parvoviridae	Amdoparvovirus	Amdoparvovirus sp.	1908805	None	NC_031751	2
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 1	1511862	None	NC_001662	60
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 2	1511863	None	NC_038533	1
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 3	2169702	None	NC_025825	4
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 4	2169703	None	NC_034445	7
Parvoviridae	Aveparvovirus	Galliform aveparvovirus 1	1511865	None	NC_024452,NC_038534,NC_038534,NC_024452	42
Parvoviridae	Bocaparvovirus	Bat bocavirus	1329649	None	NC_029300	2
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1	1511866	None	NC_004442	10
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	1511867	None	NC_020499	1
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 3	1511868	None	NC_017823	14
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 4	2169767	None	NC_022800	1
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 5	2169768	None	NC_039044	1
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 6	2169769	None	NC_030873	3
Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 1	2169770	None	NC_039045	1
Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 2	2169771	None	NC_039046	1
Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 3	2169772	None	NC_039047	1
Parvoviridae	Bocaparvovirus	Chiropteran bocaparvovirus 4	2169773	None	NC_039048	1
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 1	2014603	None	NC_035186	21
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 2	2014604	None	NC_035185	18
Parvoviridae	Bocaparvovirus	Lagomorph bocaparvovirus 1	2169774	None	NC_028973	1
Parvoviridae	Bocaparvovirus	Lupine bocavirus	2017714	None	NC_040533	1
Parvoviridae	Bocaparvovirus	Pinniped bocaparvovirus 1	1511869	None	NC_038535	1
Parvoviridae	Bocaparvovirus	Pinniped bocaparvovirus 2	1511870	None	NC_038536	1
Parvoviridae	Bocaparvovirus	Porcine bocavirus	1165907	None	NC_023673	33
Parvoviridae	Bocaparvovirus	Porcine bocavirus 5	1133653	None	NC_016647	1
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	1511871	None	NC_007455,NC_012564,NC_014358,NC_012564,NC_014358,NC_007455	15
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	1511872	None	NC_012729	18
Parvoviridae	Bocaparvovirus	Rat bocavirus	1788315	None	NC_029133	18
Parvoviridae	Bocaparvovirus	Rhinolophus pusillus bocaparvovirus 1	2053079	None	NC_040623	1
Parvoviridae	Bocaparvovirus	Rhinolophus pusillus bocaparvovirus 2	2053080	None	NC_040694	1
Parvoviridae	Bocaparvovirus	Rhinolophus sinicus bocaparvovirus	1911555	None	NC_031695	2
Parvoviridae	Bocaparvovirus	Rousettus leschenaultii bocaparvovirus 1	2053082	None	NC_040695	1
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 1	1511873	None	NC_038895	1
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 2	1511874	None	NC_024453	4
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 3	1511875	None	NC_038537	2
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 4	1511876	None	NC_038538	1
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 5	1511877	None	NC_016032,NC_016031,NC_016031,NC_016032	10
Parvoviridae	Bocaparvovirus	Ungulate bocaparvovirus 6	1864484	None	NC_030402	2
Parvoviridae	Chapparvovirus	Porcine parvovirus 7	1820046	None	NC_040562	21
Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 1	1511889	None	NC_006259	5
Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 2	1511890	None	NC_014665	15
Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	1511891	None	NC_001729,NC_001401,NC_006261,NC_006260,NC_002077,NC_001829,NC_001729,NC_001401	7
Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	1511892	None	NC_006152,NC_005889,NC_006152	3
Parvoviridae	Dependoparvovirus	Adeno-associated virus	272636	None	NC_040671	75
Parvoviridae	Dependoparvovirus	Anseriform dependoparvovirus 1	1511895	None	NC_001701,NC_006147	41
Parvoviridae	Dependoparvovirus	Avian dependoparvovirus 1	1511894	None	NC_006263	5
Parvoviridae	Dependoparvovirus	Bearded dragon parvovirus	1670662	None	NC_027429	1
Parvoviridae	Dependoparvovirus	Chiropteran dependoparvovirus 1	1511897	None	NC_014468	1
Parvoviridae	Dependoparvovirus	Pinniped dependoparvovirus 1	1511898	None	NC_038539	1
Parvoviridae	Dependoparvovirus	Squamate dependoparvovirus 1	1511899	None	NC_006148	1
Parvoviridae	Erythroparvovirus	Human erythrovirus V9	72197	None	NC_004295	1
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	1511900	None	NC_000883	31
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 2	1511901	None	NC_038540	1
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 3	1511902	None	NC_038541	1
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 4	1511903	None	NC_038542	1
Parvoviridae	Erythroparvovirus	Rodent erythroparvovirus 1	1511904	None	NC_038543	1
Parvoviridae	Erythroparvovirus	Ungulate erythroparvovirus 1	1511905	None	NC_037053	3
Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	1511906	None	NC_001539	98
Parvoviridae	Protoparvovirus	Chiropteran protoparvovirus 1	2170147	None	NC_029797	1
Parvoviridae	Protoparvovirus	Eulipotyphla protoparvovirus 1	2170148	None	NC_026815	1
Parvoviridae	Protoparvovirus	Porcine parvovirus 2	1126383	None	NC_025965	14
Parvoviridae	Protoparvovirus	Porcine parvovirus 5	1241957	None	NC_023020	8
Parvoviridae	Protoparvovirus	Porcine parvovirus 6	1472911	None	NC_023860	29
Parvoviridae	Protoparvovirus	Primate protoparvovirus 1	1511907	None	NC_038544	1
Parvoviridae	Protoparvovirus	Primate protoparvovirus 2	2170149	None	NC_039049	1
Parvoviridae	Protoparvovirus	Primate protoparvovirus 3	2170150	None	NC_039050	4
Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	1511908	None	NC_001510	17
Parvoviridae	Protoparvovirus	Rodent protoparvovirus 2	1511909	None	NC_038545	1
Parvoviridae	Protoparvovirus	Rodent protoparvovirus 3	2137545	None	NC_028650	5
Parvoviridae	Protoparvovirus	Turkey parvovirus 1078	740933	None	NC_024454	8
Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 1	1511910	None	NC_001718	41
Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 2	2170151	None	NC_043446	1
Parvoviridae	Tetraparvovirus	Chiropteran tetraparvovirus 1	1511912	None	NC_016744	1
Parvoviridae	Tetraparvovirus	Primate tetraparvovirus 1	1511913	None	NC_007018	27
Parvoviridae	Tetraparvovirus	Tetraparvovirus sp.	1908804	None	NC_031670	1
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 1	1511914	None	NC_038898,NC_028136,NC_028136,NC_038898	12
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 2	1511915	None	NC_038546	21
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 3	1511916	None	NC_038883,NC_035180,NC_035180,NC_038883	4
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 4	1511917	None	NC_038547	9
Peribunyaviridae	Herbevirus	Herbert herbevirus	1980534	S	NC_038712	1
Peribunyaviridae	Herbevirus	Herbert herbevirus	1980534	M	NC_038713	1
Peribunyaviridae	Herbevirus	Herbert herbevirus	1980534	L	NC_038714	1
Peribunyaviridae	Orthobunyavirus	Aino orthobunyavirus	2560289	M	NC_018459	20
Peribunyaviridae	Orthobunyavirus	Aino orthobunyavirus	2560289	S	NC_018460	17
Peribunyaviridae	Orthobunyavirus	Aino orthobunyavirus	2560289	L	NC_018465	10
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	L	NC_009894	54
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	M	NC_009895	127
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	S	NC_009896	122
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	M	NC_038715	1
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	S	NC_038716	1
Peribunyaviridae	Orthobunyavirus	Alajuela orthobunyavirus	1933181	L	NC_038717	1
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	M	NC_038718	1
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	S	NC_038719	2
Peribunyaviridae	Orthobunyavirus	Anopheles A orthobunyavirus	1933180	L	NC_038720	2
Peribunyaviridae	Orthobunyavirus	Anopheles B orthobunyavirus	1933176	S	NC_038721	1
Peribunyaviridae	Orthobunyavirus	Batama orthobunyavirus	1933177	S	NC_038722	1
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	M	NC_038723	1
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	L	NC_038724	1
Peribunyaviridae	Orthobunyavirus	Bimiti orthobunyavirus	1933263	S	NC_038725	1
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	S	NC_022037	1
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	M	NC_022038	1
Peribunyaviridae	Orthobunyavirus	Brazoran virus	1368616	L	NC_022039	1
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	L	NC_001925	79
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	M	NC_001926	45
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	S	NC_001927	76
Peribunyaviridae	Orthobunyavirus	Buttonwillow orthobunyavirus	2560361	L	NC_043597	1
Peribunyaviridae	Orthobunyavirus	Buttonwillow orthobunyavirus	2560361	S	NC_043598	1
Peribunyaviridae	Orthobunyavirus	Buttonwillow orthobunyavirus	2560361	M	NC_043599	1
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	L	NC_034479	2
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	S	NC_034480	2
Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	35310	M	NC_034490	2
Peribunyaviridae	Orthobunyavirus	Cache Valley orthobunyavirus	2560364	M	NC_043619	8
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	L	NC_004108	64
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	M	NC_004109	78
Peribunyaviridae	Orthobunyavirus	California encephalitis orthobunyavirus	1933264	S	NC_004110	80
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	L	NC_034482	2
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	S	NC_034483	2
Peribunyaviridae	Orthobunyavirus	Capim orthobunyavirus	1933265	M	NC_034493	2
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	M	NC_034477	5
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	S	NC_034478	3
Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	1933290	L	NC_034489	6
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	S	NC_038726	1
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	M	NC_038727	1
Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	1933269	L	NC_038728	1
Peribunyaviridae	Orthobunyavirus	Fort Sherman orthobunyavirus	2560477	M	NC_043615	1
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	L	NC_038729	4
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	M	NC_038730	4
Peribunyaviridae	Orthobunyavirus	Gamboa orthobunyavirus	1933270	S	NC_038731	4
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	S	NC_038732	1
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	M	NC_038733	1
Peribunyaviridae	Orthobunyavirus	Guajara orthobunyavirus	1933272	L	NC_038734	1
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	M	NC_038735	3
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	L	NC_038736	4
Peribunyaviridae	Orthobunyavirus	Guama orthobunyavirus	1933273	S	NC_038737	3
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	S	NC_034486	13
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	L	NC_034487	13
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	M	NC_034506	13
Peribunyaviridae	Orthobunyavirus	Ingwavuma orthobunyavirus	2560529	L	NC_043588	1
Peribunyaviridae	Orthobunyavirus	Ingwavuma orthobunyavirus	2560529	M	NC_043589	1
Peribunyaviridae	Orthobunyavirus	Ingwavuma orthobunyavirus	2560529	S	NC_043590	1
Peribunyaviridae	Orthobunyavirus	Jatobal orthobunyavirus	2560533	S	NC_043576	1
Peribunyaviridae	Orthobunyavirus	Jatobal orthobunyavirus	2560533	M	NC_043577	1
Peribunyaviridae	Orthobunyavirus	Jatobal orthobunyavirus	2560533	L	NC_043578	1
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	L	NC_034499	3
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	M	NC_034500	3
Peribunyaviridae	Orthobunyavirus	Kaeng Khoi orthobunyavirus	1933275	S	NC_034501	3
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	L	NC_038738	3
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	M	NC_038739	4
Peribunyaviridae	Orthobunyavirus	Kairi orthobunyavirus	1933276	S	NC_038740	5
Peribunyaviridae	Orthobunyavirus	Keystone orthobunyavirus	2560538	M	NC_043627	1
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	L	NC_038741	1
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	M	NC_038742	1
Peribunyaviridae	Orthobunyavirus	Koongol orthobunyavirus	1933288	S	NC_038743	1
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	L	NC_004108	27
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	M	NC_004109	36
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	S	NC_004110	27
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	L	NC_034497	2
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	S	NC_034498	1
Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	1933291	M	NC_034505	2
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	S	NC_038941	3
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	M	NC_038942	4
Peribunyaviridae	Orthobunyavirus	Main Drain orthobunyavirus	1933303	L	NC_038943	3
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	M	NC_024074	4
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	S	NC_024075	3
Peribunyaviridae	Orthobunyavirus	Manzanilla orthobunyavirus	1933304	L	NC_024076	5
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	L	NC_034495	7
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	S	NC_034496	4
Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	1933307	M	NC_034504	4
Peribunyaviridae	Orthobunyavirus	Mermet orthobunyavirus	2560587	L	NC_043591	1
Peribunyaviridae	Orthobunyavirus	Mermet orthobunyavirus	2560587	M	NC_043592	1
Peribunyaviridae	Orthobunyavirus	Mermet orthobunyavirus	2560587	S	NC_043593	1
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	S	NC_034481	1
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	M	NC_034491	1
Peribunyaviridae	Orthobunyavirus	Nyando orthobunyavirus	1933306	L	NC_034492	1
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	L	NC_034475	3
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	S	NC_034476	2
Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	1934100	M	NC_034488	3
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	M	NC_005775	20
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	L	NC_005776	23
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	S	NC_005777	31
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	S	NC_043689	2
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	L	NC_043690	4
Peribunyaviridae	Orthobunyavirus	Patois orthobunyavirus	1934101	M	NC_043691	3
Peribunyaviridae	Orthobunyavirus	Peaton orthobunyavirus	2560627	S	NC_043549	10
Peribunyaviridae	Orthobunyavirus	Peaton orthobunyavirus	2560627	L	NC_043550	3
Peribunyaviridae	Orthobunyavirus	Peaton orthobunyavirus	2560627	M	NC_043551	3
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	L	NC_018461	34
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	S	NC_018462	76
Peribunyaviridae	Orthobunyavirus	Sathuperi orthobunyavirus	159141	M	NC_018466	91
Peribunyaviridae	Orthobunyavirus	Schmallenberg orthobunyavirus	2560743	L	NC_043583	2
Peribunyaviridae	Orthobunyavirus	Schmallenberg orthobunyavirus	2560743	M	NC_043584	3
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	L	NC_018463	4
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	S	NC_018464	8
Peribunyaviridae	Orthobunyavirus	Shamonda orthobunyavirus	159150	M	NC_018467	9
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	M	NC_018459	7
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	S	NC_018460,NC_043698	9
Peribunyaviridae	Orthobunyavirus	Shuni orthobunyavirus	159148	L	NC_018465	7
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	L	NC_018476	1
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	S	NC_018477	2
Peribunyaviridae	Orthobunyavirus	Simbu orthobunyavirus	35306	M	NC_018478	1
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	L	UNKNOWN,NC_043692	2
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	S	UNKNOWN,NC_043693	2
Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	611707	M	UNKNOWN,NC_043694	2
Peribunyaviridae	Orthobunyavirus	Tataguine orthobunyavirus	2560799	None	NC_043606,NC_043607,NC_043608	3
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	M	NC_039183	3
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	L	NC_039184	3
Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	35319	S	NC_039185	4
Peribunyaviridae	Orthobunyavirus	Thimiri orthobunyavirus	1819305	None	NC_043034	1
Peribunyaviridae	Orthobunyavirus	Utinga orthobunyavirus	2560828	M	NC_043595	1
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	L	NC_039186	6
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	M	NC_039187	6
Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	273350	S	NC_039188	5
Peribunyaviridae	Orthobunyavirus	Zegla orthobunyavirus	2170060	S	NC_043686	1
Peribunyaviridae	Orthobunyavirus	Zegla orthobunyavirus	2170060	L	NC_043687	1
Peribunyaviridae	Orthobunyavirus	Zegla orthobunyavirus	2170060	M	NC_043688	1
Peribunyaviridae	Pacuvirus	Pacui pacuvirus	2560617	L	NC_043600	1
Peribunyaviridae	Pacuvirus	Pacui pacuvirus	2560617	S	NC_043601	1
Peribunyaviridae	Pacuvirus	Pacui pacuvirus	2560617	M	NC_043602	1
Phenuiviridae	Banyangvirus	Heartland banyangvirus	2560519	M	NC_024494	3
Phenuiviridae	Banyangvirus	Heartland banyangvirus	2560519	L	NC_024495	3
Phenuiviridae	Banyangvirus	Heartland banyangvirus	2560519	S	NC_024496	3
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	M	NC_015450	5
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	L	NC_015451	5
Phenuiviridae	Phlebovirus	Aguacate virus	1006583	S	NC_015452	5
Phenuiviridae	Phlebovirus	Ambe virus	1926500	M	NC_033835	1
Phenuiviridae	Phlebovirus	Ambe virus	1926500	L	NC_033844	1
Phenuiviridae	Phlebovirus	Ambe virus	1926500	S	NC_033845	1
Phenuiviridae	Phlebovirus	Anhanga virus	904722	L	NC_033836	1
Phenuiviridae	Phlebovirus	Anhanga virus	904722	S	NC_033837	1
Phenuiviridae	Phlebovirus	Anhanga virus	904722	M	NC_033846	1
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	L	NC_029082	1
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	M	NC_037616	1
Phenuiviridae	Phlebovirus	Arrabida virus	1457322	S	NC_037617	1
Phenuiviridae	Phlebovirus	Arumowot virus	904698	M	NC_023633	3
Phenuiviridae	Phlebovirus	Arumowot virus	904698	S	NC_023634	3
Phenuiviridae	Phlebovirus	Arumowot virus	904698	L	NC_023635	3
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	L	NC_027140	5
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	M	NC_027141	5
Phenuiviridae	Phlebovirus	Bhanja virus	1213620	S	NC_027142	5
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	L	NC_033830	3
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	S	NC_033831	3
Phenuiviridae	Phlebovirus	Bujaru phlebovirus	1933183	M	NC_033847	2
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	M	NC_015373	13
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	L	NC_015374	13
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	S	NC_015375	13
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	M	NC_039191	17
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	L	NC_039192	16
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	S	NC_039193	21
Phenuiviridae	Phlebovirus	Razdan virus	1405807	L	NC_022630	1
Phenuiviridae	Phlebovirus	Razdan virus	1405807	M	NC_022631	1
Phenuiviridae	Phlebovirus	Razdan virus	1405807	S	NC_022632	1
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	S	NC_014395	180
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	M	NC_014396	123
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	L	NC_014397	116
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	L	NC_018136	320
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	S	NC_018137	553
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	M	NC_018138	341
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	L	NC_029127	4
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	M	NC_029128	4
Phenuiviridae	Phlebovirus	Salehabad phlebovirus	1933188	S	NC_029129	2
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	S	NC_006318	59
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	L	NC_006319	28
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	M	NC_006320	34
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	M	NC_015411	2
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	L	NC_015412	1
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	S	NC_015413	10
Phenuiviridae	Phlebovirus	Tapara virus	1926501	M	NC_033838	1
Phenuiviridae	Phlebovirus	Tapara virus	1926501	S	NC_033839	1
Phenuiviridae	Phlebovirus	Tapara virus	1926501	L	NC_033848	1
Phenuiviridae	Phlebovirus	Toros virus	1764085	L	NC_029903	2
Phenuiviridae	Phlebovirus	Toros virus	1764085	M	NC_037614	2
Phenuiviridae	Phlebovirus	Toros virus	1764085	S	NC_037615	2
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	M	NC_033840	2
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	L	NC_033849	2
Phenuiviridae	Phlebovirus	Uriurana virus	1055750	S	NC_033850	2
Phenuiviridae	Phlebovirus	Urucuri virus	1926502	L	NC_033841	1
