accession	country	year	entry_create_year	taxid	species
FJ432745	Viet Nam: South	2007	2009	11053	Dengue virus
FJ898381	Viet Nam: South	2007	2009	11053	Dengue virus
MW946119	Thailand	1994	2021	11053	Dengue virus
MW946102	Thailand	1994	2021	11053	Dengue virus
JQ411814	Sri Lanka	1989	2012	11069	Dengue virus
FJ410252	Viet Nam: South	2007	2008	11053	Dengue virus
GU131930	Cambodia: KCH	2008	2009	11060	Dengue virus
HQ705619	Nicaragua: Managua	2009	2011	11069	Dengue virus
KY849772	Laos: Vientiane	2010	2018	11069	Dengue virus
MW828678	India	2019	2021	11053	Dengue virus
FM210216	Viet Nam:South	2004	2008	11060	Dengue virus
KM279517	Singapore	2011	2015	11060	Dengue virus
EU482576	USA: Puerto Rico	1987	2008	11060	Dengue virus
MH822956	India	2013	2018	11060	Dengue virus
KP188561	Brazil	2012	2016	11070	Dengue virus
KM279536	Singapore	2012	2015	11060	Dengue virus
MW945967	Thailand	2000	2021	11053	Dengue virus
EU482509	Viet Nam: south	2007	2008	11053	Dengue virus
KC762647	Indonesia: Makassar	2010	2015	11053	Dengue virus
KY586355	Thailand	2006	2017	12637	Dengue virus
EU677156	Viet Nam: South	2007	2008	11053	Dengue virus
JN638344	Thailand	1995	2011	11053	Dengue virus
KF954948	China: Zhongshan	2013	2014	11069	Dengue virus
FJ898440	Mexico: Morelos	2003	2009	11069	Dengue virus
KU509268	Indonesia: Bali	2009	2017	11060	Dengue virus
MW946016	Thailand	1995	2021	11053	Dengue virus
GU131798	Viet Nam: South	2008	2009	11053	Dengue virus
FJ639689	Cambodia: KSP	2007	2009	11053	Dengue virus
MW577824	Brazil	2019	2021	11060	Dengue virus
EF105390	Senegal	1999	2007	11060	Dengue virus
KY586852	Thailand	2006	2017	12637	Dengue virus
EU854297	USA: Puerto Rico	1998	2008	11070	Dengue virus
AF326826	None	None	2001	11070	Dengue virus
EU677150	Viet Nam: South	2007	2008	11053	Dengue virus
FJ882592	Venezuela: Aragua	2008	2009	11070	Dengue virus
MF370226	China	2013	2017	11069	Dengue virus
GU370048	Singapore	2008	2010	11053	Dengue virus
AY722802	Myanmar	None	2005	11053	Dengue virus
KY586381	Thailand	1995	2017	12637	Dengue virus
LC428053	Viet Nam	2017	2019	11053	Dengue virus
MG840557	China	2015	2019	11053	Dengue virus
KM403609	Singapore	2013	2016	11053	Dengue virus
EU482776	Viet Nam: south	2005	2008	11060	Dengue virus
AY858047	Indonesia: Jakarta	None	2005	11069	Dengue virus
JX286517	Brazil	2010	2013	11060	Dengue virus
EU482555	USA: Puerto Rico	2006	2008	11069	Dengue virus
EU482644	Viet Nam: south	2006	2008	11060	Dengue virus
GU131787	Viet Nam: South	2008	2009	11053	Dengue virus
EU854291	Venezuela: District Federal Caracas	2004	2008	11069	Dengue virus
KY672946	China: Yunnan	2015	2019	11060	Dengue virus
FJ850091	Brazil: Northern	2007	2009	11060	Dengue virus
FJ639785	Venezuela: Aragua	2003	2009	11069	Dengue virus
KY474310	Ecuador: Machala	2014	2018	11060	Dengue virus
FJ024470	USA: Puerto Rico	2004	2008	11069	Dengue virus
JF937611	Viet Nam: South	2008	2011	11053	Dengue virus
EF051521	China: Zhongshan	2001	2006	11060	Dengue virus
KM279541	Singapore	2012	2015	11060	Dengue virus
FJ461324	Viet Nam: South	2007	2009	11053	Dengue virus
MH069499	Venezuela: Carabobo	2015	2018	11060	Dengue virus
MW946232	Thailand	2011	2021	11053	Dengue virus
MW946229	Thailand	2006	2021	11053	Dengue virus
GQ199787	Viet Nam: South	2007	2009	11053	Dengue virus
MW946000	Thailand	2001	2021	11053	Dengue virus
EU081277	Singapore	2005	2007	11053	Dengue virus
FJ639676	Cambodia: PHP	2003	2009	11053	Dengue virus
EU482801	Viet Nam: south	2006	2008	11053	Dengue virus
AY713476	Myanmar	None	2005	11053	Dengue virus
KY586483	Thailand	1995	2017	12637	Dengue virus
MN018326	China: Guangdong Province	2017	2020	11053	Dengue virus
KM403599	Singapore	2013	2016	11053	Dengue virus
KX452020	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
KF744405	Philippines	1996	2015	11060	Dengue virus
FJ687440	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
MW945980	Thailand	2005	2021	11053	Dengue virus
GQ868566	Colombia: Santander	2007	2009	11053	Dengue virus
DQ285562	Comoros	1993	2006	11053	Dengue virus
EU482626	Nicaragua: Managua	2007	2008	11060	Dengue virus
KY586384	Thailand	2006	2017	12637	Dengue virus
KX452067	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
HQ541788	Nicaragua: Managua	2007	2011	11060	Dengue virus
FJ024438	Viet Nam: South	2007	2008	11053	Dengue virus
MW945908	Thailand	2006	2021	11053	Dengue virus
KM279568	Singapore	2012	2015	11060	Dengue virus
MW946198	Thailand	2005	2021	11053	Dengue virus
JX669470	Brazil	1998	2013	11053	Dengue virus
HQ541794	Nicaragua: Managua	2005	2011	11060	Dengue virus
KY849764	Laos: Vientiane	2009	2018	11060	Dengue virus
MH888333	Bolivia	2011	2019	11069	Dengue virus
KT827379	China: Guangzhou, Guangdong Province	2015	2017	11053	Dengue virus
GU189648	China: Zhejiang	2009	2009	11069	Dengue virus
LC428064	Viet Nam	2017	2019	11053	Dengue virus
LC011947	Japan:Tokyo, Shinjuku	2014	2014	11053	Dengue virus
HQ891314	Sri Lanka	2009	2011	11053	Dengue virus
JQ920488	Wallis and Futuna	1995	2013	11069	Dengue virus
MW512391	Singapore	2013	2021	11060	Dengue virus
KC294223	Peru: Iquitos	2010	2014	11060	Dengue virus
KY586726	Thailand	2006	2017	12637	Dengue virus
LC410201	Thailand	2016	2018	11070	Dengue virus
MW945969	Thailand	2010	2021	11053	Dengue virus
KJ933413	China: Jiangsu	2012	2014	11053	Dengue virus
KY672945	China: Yunnan	2015	2019	11060	Dengue virus
MN018289	China: Guangdong Province	2016	2020	11053	Dengue virus
LC428074	Viet Nam	2017	2019	11053	Dengue virus
KC762650	Indonesia: Makassar	2007	2015	11053	Dengue virus
MW945919	Thailand	2006	2021	11053	Dengue virus
KC762694	Indonesia: Makassar	2007	2015	11070	Dengue virus
LC428070	Viet Nam	2017	2019	11053	Dengue virus
MK564479	China: Guangzhou	2016	2019	11060	Dengue virus
DQ401694	Indonesia	None	2006	11069	Dengue virus
GU131783	Viet Nam: South	2008	2009	11053	Dengue virus
JF937629	Nicaragua: Managua	2010	2011	11069	Dengue virus
KC762644	Indonesia: Makassar	2008	2015	11053	Dengue virus
GQ199822	Viet Nam: South	2007	2009	11053	Dengue virus
FJ898371	Viet Nam: South	2007	2009	11053	Dengue virus
FJ461334	Viet Nam: South	2008	2009	11069	Dengue virus
KC762674	Indonesia: Makassar	2008	2015	11060	Dengue virus
HQ332180	Venezuela	2006	2012	11053	Dengue virus
MW577818	Brazil	2019	2021	11060	Dengue virus
FJ850087	Brazil: Northern	2006	2009	11053	Dengue virus
MH827534	China	2017	2019	11060	Dengue virus
KY474330	Ecuador: Machala	2014	2018	11060	Dengue virus
JN638339	Thailand: Kampheang-Phet	1995	2011	11053	Dengue virus
FJ850096	Venezuela: Aragua	2001	2009	11069	Dengue virus
MH382789	Australia: Queensland	2016	2018	11070	Dengue virus
KY586655	Thailand	2001	2017	12637	Dengue virus
GU131976	Mexico: Yucatan	2007	2009	11053	Dengue virus
KY586320	Thailand	2006	2017	12637	Dengue virus
AF326573	None	None	2001	11070	Dengue virus
KU365903	Taiwan	2015	2016	11060	Dengue virus
FJ744732	Thailand: Kampheange Phet	2001	2009	11069	Dengue virus
GQ466079	India: Delhi	2008	2011	11069	Dengue virus
KF041236	Pakistan: Karachi	2008	2013	11060	Dengue virus
KT726350	Cuba	2001	2016	11069	Dengue virus
MW512454	Singapore	2016	2021	11060	Dengue virus
MN239505	Brazil	2019	2019	11060	Dengue virus
MH450304	Venezuela: Aragua	2010	2018	12637	Dengue virus
KF704357	Cuba	1981	2014	11060	Dengue virus
MH450305	Venezuela: Aragua	2010	2018	12637	Dengue virus
JQ045655	Viet Nam	None	2012	11053	Dengue virus
EU081242	Singapore	2005	2007	11053	Dengue virus
JQ513343	Brazil: Manaus-AM	2011	2012	11070	Dengue virus
FJ024457	Viet Nam: South	2007	2008	11053	Dengue virus
KY586892	Thailand	2002	2017	12637	Dengue virus
JQ045649	Viet Nam	None	2012	11053	Dengue virus
MW946216	Thailand	2005	2021	11053	Dengue virus
MN448608	Thailand	2011	2020	11053	Dengue virus
EU081241	Singapore	2005	2007	11053	Dengue virus
JQ045660	Viet Nam	None	2012	11053	Dengue virus
GQ199818	Viet Nam: South	2007	2009	11053	Dengue virus
KJ596670	Brazil: Pocone, MT	2012	2015	11070	Dengue virus
MT832038	Philippines	2012	2021	11053	Dengue virus
FJ182026	Viet Nam: South	2007	2008	11053	Dengue virus
GU131739	Viet Nam: South	2008	2009	11053	Dengue virus
KY586788	Thailand	2002	2017	12637	Dengue virus
KM279577	Singapore	2012	2015	11060	Dengue virus
FJ639675	Cambodia: TAK	2003	2009	11053	Dengue virus
AY732482	Thailand: Bangkok	2001	2005	11053	Dengue virus
KF973477	Nicaragua	2011	2014	11069	Dengue virus
FJ024450	Viet Nam: South	2007	2008	11053	Dengue virus
FJ639748	Venezuela: Aragua	2000	2009	11070	Dengue virus
MF033199	Singapore	2012	2018	11053	Dengue virus
GU131851	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
EU569688	Venezuela: DF/Caracas	2001	2008	11069	Dengue virus
FJ461336	Viet Nam: South	2008	2009	11053	Dengue virus
HQ166034	Nicaragua: Managua	2009	2010	11069	Dengue virus
MW945924	Thailand	2005	2021	11053	Dengue virus
EU482519	Viet Nam: south	2006	2008	11053	Dengue virus
KU365901	Taiwan	2015	2016	11060	Dengue virus
KU509250	Thailand	2012	2017	11053	Dengue virus
MN018308	China: Guangdong Province	2014	2020	11053	Dengue virus
KF955507	Cambodia	2007	2014	11069	Dengue virus
KU725664	None	None	2016	11060	Dengue virus
GU131903	Cambodia: BMC	2008	2009	11069	Dengue virus
MN018345	China: Guangdong Province	2015	2020	11060	Dengue virus
FJ882533	Viet Nam: South	2006	2009	11053	Dengue virus
GQ868637	Cambodia: TAK	2000	2009	11053	Dengue virus
EU596484	Nicaragua: Managua	2005	2008	11060	Dengue virus
JQ920483	New Caledonia	1995	2013	11069	Dengue virus
FJ898442	Mexico: Puebla	2007	2009	11069	Dengue virus
AY676352	Thailand: Bangkok	None	2005	11069	Dengue virus
KX380821	Singapore	2012	2016	11060	Dengue virus
GQ868609	Viet Nam: South	2007	2009	11053	Dengue virus
MH069496	Venezuela: Carabobo	2015	2018	11060	Dengue virus
MK614091	China: Guangzhou	2018	2019	11070	Dengue virus
MW512370	Singapore	2012	2021	11060	Dengue virus
JF937640	Nicaragua: Managua	2010	2011	11069	Dengue virus
FJ882594	Nicaragua: Managua	2007	2009	11060	Dengue virus
EU569696	Nicaragua: Managua	2007	2008	11060	Dengue virus
MW946084	Thailand	2006	2021	11053	Dengue virus
FM210209	Viet Nam:South	2003	2008	11060	Dengue virus
MW577834	Brazil	2011	2021	11060	Dengue virus
KY474319	Ecuador: Machala	2014	2018	11060	Dengue virus
MW946055	Thailand	2003	2021	11053	Dengue virus
FJ639711	Cambodia: PHP	2005	2009	11060	Dengue virus
FJ639763	Venezuela: Aragua	2001	2009	11069	Dengue virus
KY586604	Thailand	2002	2017	12637	Dengue virus
KF955373	Puerto Rico	1997	2014	11060	Dengue virus
GQ868523	Mexico: Yucatan	2007	2009	11053	Dengue virus
KY586896	Thailand	2002	2017	12637	Dengue virus
FJ687429	Thailand: Kampheange Phet	2001	2009	11053	Dengue virus
EU482506	Viet Nam: south	2007	2008	11053	Dengue virus
FM210218	Viet Nam:South	2002	2008	11060	Dengue virus
GU131790	Viet Nam: South	2008	2009	11053	Dengue virus
AY713473	Myanmar	None	2005	11053	Dengue virus
EU482804	Viet Nam: south	2006	2008	11053	Dengue virus
GU131795	Viet Nam: South	2008	2009	11053	Dengue virus
FJ639778	Venezuela: Aragua	2002	2009	11069	Dengue virus
MW386865	China: Yunnan	2019	2020	11053	Dengue virus
GQ868517	Mexico: Yucatan	2007	2009	11053	Dengue virus
JQ915087	New Caledonia: Noumea	2009	2013	11070	Dengue virus
KJ622195	China	2013	2015	11069	Dengue virus
GQ868633	Cambodia: PHP	2008	2009	11053	Dengue virus
KC294205	Peru: Iquitos	2011	2014	11060	Dengue virus
KX059027	Sri Lanka	2013	2017	12637	Dengue virus
KY586934	Thailand	2001	2017	12637	Dengue virus
KX452064	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
KX059022	Sri Lanka	2012	2017	12637	Dengue virus
EU482548	USA: Puerto Rico	2006	2008	11060	Dengue virus
FJ205881	Viet Nam: South	2007	2008	11053	Dengue virus
MW945814	Thailand	2014	2021	11053	Dengue virus
FJ639691	Cambodia: BTB	2007	2009	11053	Dengue virus
GQ868610	Viet Nam: South	2007	2009	11053	Dengue virus
KY586574	Thailand	2001	2017	12637	Dengue virus
MW945898	Thailand	2002	2021	11053	Dengue virus
FJ898380	Viet Nam: South	2007	2009	11053	Dengue virus
FJ410176	USA: Puerto Rico	2000	2008	11069	Dengue virus
EU081250	Singapore	2005	2007	11053	Dengue virus
EU081185	Singapore	2005	2007	11069	Dengue virus
KY586564	Thailand	2006	2017	12637	Dengue virus
MW946081	Thailand	2004	2021	11053	Dengue virus
JF937605	Viet Nam: South	2008	2011	11053	Dengue virus
FJ639699	Cambodia: KCH	2002	2009	11060	Dengue virus
HQ166035	Mexico: Yucatan	2007	2010	11053	Dengue virus
EU920850	Guadeloupe	2006	2014	11060	Dengue virus
MW946201	Thailand	2000	2021	11053	Dengue virus
FJ024443	Viet Nam: South	2007	2008	11053	Dengue virus
KY586773	Thailand	2002	2017	12637	Dengue virus
HM582107	American Samoa	1972	2010	11060	Dengue virus
FJ461321	Viet Nam: South	2007	2009	11060	Dengue virus
MG840540	China	2014	2019	11053	Dengue virus
FJ182004	USA: Puerto Rico	2004	2008	11069	Dengue virus
GU370051	Singapore	2008	2010	11060	Dengue virus
KY586651	Thailand	1998	2017	12637	Dengue virus
KX655788	China	2015	2017	11060	Dengue virus
KF973460	Nicaragua	2011	2014	11053	Dengue virus
MW946051	Thailand	2004	2021	11053	Dengue virus
KU509263	Thailand	2012	2017	11053	Dengue virus
DQ401690	Indonesia	None	2006	11069	Dengue virus
MW946240	Thailand	2013	2021	11053	Dengue virus
CS479165	None	None	2007	12637	Dengue virus
KY586468	Thailand	2001	2017	12637	Dengue virus
JN819424	Nicaragua: Carazo	2006	2011	11060	Dengue virus
MZ284953	India	2019	2021	11069	Dengue virus
MW512440	Singapore	2015	2021	11060	Dengue virus
MF682974	China: Yunnan	2013	2018	11069	Dengue virus
KX225485	China	2015	2017	11060	Dengue virus
KC294214	Peru: Iquitos	2011	2014	11060	Dengue virus
MH110598	China: Hangzhou	2017	2018	11060	Dengue virus
KT827377	China: Guangzhou, Guangdong Province	2014	2017	11053	Dengue virus
FJ850053	Nicaragua: Managua	2005	2009	11060	Dengue virus
EU482681	Nicaragua: Managua	2005	2008	11060	Dengue virus
MW315194	New Caledonia	2017	2021	11053	Dengue virus
KY586870	Thailand	2002	2017	12637	Dengue virus
EU482725	USA: Puerto Rico	2006	2008	11060	Dengue virus
MG779199	Kenya	2017	2018	11060	Dengue virus
FJ898392	Viet Nam: South	2005	2009	11053	Dengue virus
KU509260	Cambodia	2008	2017	11053	Dengue virus
KY586821	Thailand	2010	2017	12637	Dengue virus
MW945882	Thailand	2000	2021	11053	Dengue virus
MW946063	Thailand	2004	2021	11053	Dengue virus
MW946189	Thailand	2002	2021	11053	Dengue virus
MW512381	Singapore	2013	2021	11060	Dengue virus
MW946008	Thailand	2011	2021	11053	Dengue virus
EU482660	Viet Nam: south	2006	2008	11060	Dengue virus
FJ639829	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
HQ541785	Nicaragua: Managua	2009	2011	11069	Dengue virus
M93130	None	None	1993	11069	Dengue virus
KX380808	Singapore	2012	2016	11060	Dengue virus
GQ868560	Colombia: Santander	1998	2009	11053	Dengue virus
EU482446	Viet Nam: south	2006	2008	11060	Dengue virus
FJ410283	Viet Nam: South	2008	2008	11053	Dengue virus
FJ850120	Nicaragua: Managua	2001	2009	11060	Dengue virus
FJ898439	Mexico: Chiapas	2008	2009	11060	Dengue virus
MG560267	China: Chaozhou, Guangdong Province	2014	2018	11053	Dengue virus
MW946230	Thailand	1995	2021	11053	Dengue virus
GQ868607	Viet Nam: South	2007	2009	11053	Dengue virus
KM279540	Singapore	2012	2015	11060	Dengue virus
AY702036	Cuba	None	2005	11060	Dengue virus
HM631868	Nicaragua: Managua	2005	2010	11060	Dengue virus
HM582100	Fiji	1971	2010	11060	Dengue virus
KY586819	Thailand	2007	2017	12637	Dengue virus
FJ562100	Viet Nam: South	2007	2009	11069	Dengue virus
EU249495	Viet Nam: south	2006	2008	11053	Dengue virus
MG272273	India	2016	2018	11070	Dengue virus
AY732475	Thailand: Bangkok	1994	2005	11053	Dengue virus
FJ639740	Venezuela: Aragua	1998	2009	11053	Dengue virus
GU131921	Cambodia: KAN	2008	2009	11053	Dengue virus
EU482824	Viet Nam: south	2006	2008	11053	Dengue virus
KT187553	China: Guangdong	2014	2015	11060	Dengue virus
MH822940	India	2014	2018	11060	Dengue virus
JN093517	Nicaragua: Managua	2009	2011	11069	Dengue virus
KY849709	Laos: Salavan	2009	2018	11053	Dengue virus
MW945871	Thailand	1994	2021	11053	Dengue virus
HM181939	Cambodia: KCH	2006	2010	11053	Dengue virus
KY586536	Thailand	1995	2017	12637	Dengue virus
GU131740	Viet Nam: South	2008	2009	11053	Dengue virus
KY474332	Ecuador: Machala	2014	2018	11060	Dengue virus
EU081208	Singapore	2005	2007	11069	Dengue virus
GQ868639	Cambodia: KCH	2006	2009	11053	Dengue virus
KU509252	Venezuela	2010	2017	11053	Dengue virus
MW512423	Singapore	2014	2021	11060	Dengue virus
KC762661	Indonesia: Makassar	2007	2015	11060	Dengue virus
FJ898414	Viet Nam: South	2006	2009	11053	Dengue virus
EU482610	Venezuela: Aragua	2007	2008	11053	Dengue virus
KY937186	China: XiShuangbanna	2015	2017	11060	Dengue virus
AY676349	Thailand: Bangkok	None	2005	11069	Dengue virus
AF311958	None	None	2002	11053	Dengue virus
FJ432739	Viet Nam: South	2007	2009	11053	Dengue virus
KY849762	Laos: Salavan	2009	2018	11070	Dengue virus
EU482457	Viet Nam: south	2006	2008	11069	Dengue virus
KJ189326	Mexico	2007	2014	11053	Dengue virus
FJ182028	Viet Nam: South	2007	2008	11053	Dengue virus
KY849739	Laos: Vientiane	2010	2018	11053	Dengue virus
EU596487	USA: Puerto Rico	1998	2008	11060	Dengue virus
AY744678	French Polynesia: Tahiti	None	2005	11069	Dengue virus
MW946014	Thailand	1995	2021	11053	Dengue virus
FM210240	Viet Nam:South	2004	2008	11060	Dengue virus
EU482619	Nicaragua: Managua	2005	2008	11053	Dengue virus
EU482608	Venezuela: Aragua	2007	2008	11060	Dengue virus
GQ199821	Viet Nam: South	2007	2009	11053	Dengue virus
DQ285560	Reunion	2004	2006	11053	Dengue virus
MW945977	Thailand	2013	2021	11053	Dengue virus
MW946053	Bolivia	2010	2021	11053	Dengue virus
EU726779	Viet Nam: South	2007	2008	11053	Dengue virus
KM403577	Singapore	2013	2016	11053	Dengue virus
FJ024469	USA: Puerto Rico	2004	2008	11069	Dengue virus
LC016760	Japan:Hyogo, Nishinomiya	2014	2014	11053	Dengue virus
KC692508	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
FM210204	Viet Nam:South	2003	2008	11060	Dengue virus
EU482758	Nicaragua: Managua	2005	2008	11060	Dengue virus
JF920398	Nicaragua: Managua	2009	2011	11069	Dengue virus
MW512482	Singapore	2018	2021	11060	Dengue virus
MH822958	India	2012	2018	11053	Dengue virus
MN018394	China: Guangdong Province	2015	2020	11070	Dengue virus
KJ189320	Mexico	2007	2014	11053	Dengue virus
MN018310	China: Guangdong Province	2014	2020	11053	Dengue virus
MN448625	Thailand	2012	2020	11053	Dengue virus
JX286523	Brazil	2010	2013	11060	Dengue virus
MW946199	Thailand	2000	2021	11053	Dengue virus
KY586402	Thailand	2003	2017	12637	Dengue virus
HM756282	Nicaragua: Managua	2009	2010	11069	Dengue virus
MW946132	Thailand	2006	2021	11053	Dengue virus
KJ189279	Peru	2007	2014	11069	Dengue virus
FJ639703	Cambodia: BTB	2003	2009	11060	Dengue virus
KJ189363	Puerto Rico	2010	2014	11053	Dengue virus
EF629373	Brazil	None	2007	11069	Dengue virus
JF937612	Viet Nam: South	2008	2011	11053	Dengue virus
FJ850056	USA: Puerto Rico	2004	2009	11069	Dengue virus
MN448624	Thailand	2012	2020	11053	Dengue virus
FJ639817	Venezuela: Aragua	2006	2009	11069	Dengue virus
MK783192	China	2018	2021	11060	Dengue virus
EU677148	Viet Nam: South	2007	2008	11060	Dengue virus
KX452025	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
KY586488	Thailand	2006	2017	12637	Dengue virus
EU482777	Viet Nam: south	2005	2008	11060	Dengue virus
JF937604	Viet Nam: South	2008	2011	11053	Dengue virus
KY586911	Thailand	2001	2017	12637	Dengue virus
EU482483	Viet Nam: south	2007	2008	11053	Dengue virus
MW945852	Thailand	2012	2021	11053	Dengue virus
FJ882578	Venezuela: Aragua	2001	2009	11069	Dengue virus
HM631869	Nicaragua: Managua	2009	2010	11069	Dengue virus
GQ868601	British Virgin Islands: Tortola	1985	2009	11053	Dengue virus
GQ199802	Viet Nam: South	2007	2009	11053	Dengue virus
GQ868503	Mexico: Yucatan	2007	2009	11053	Dengue virus
KY586803	Thailand	2007	2017	12637	Dengue virus
KX459392	China	2014	2017	11053	Dengue virus
KY921904	Singapore	2014	2017	11060	Dengue virus
KY586899	Thailand	2002	2017	12637	Dengue virus
MW512421	Singapore	2014	2021	11060	Dengue virus
MH048669	Malaysia	2014	2020	11053	Dengue virus
EU482710	Viet Nam: south	2007	2008	11053	Dengue virus
KY586473	Thailand	2006	2017	12637	Dengue virus
MF033197	Singapore	2012	2018	11053	Dengue virus
MW945809	Thailand	1995	2021	11053	Dengue virus
MW512413	Singapore	2014	2021	11060	Dengue virus
FJ898449	Honduras	1984	2009	11060	Dengue virus
AF489932	None	None	2002	11060	Dengue virus
MN448616	Thailand	2011	2020	11053	Dengue virus
AY732477	Thailand: Bangkok	1991	2005	11053	Dengue virus
MH450307	Venezuela: Aragua	2011	2018	12637	Dengue virus
KJ189367	Puerto Rico	2010	2014	11053	Dengue virus
KJ189327	Mexico	2007	2014	11053	Dengue virus
FJ390377	USA: Puerto Rico	1999	2008	11069	Dengue virus
KM279537	Singapore	2012	2015	11060	Dengue virus
EU482761	Nicaragua: Managua	2005	2008	11060	Dengue virus
KY586373	Thailand	2000	2017	12637	Dengue virus
MW946023	Thailand	2004	2021	11053	Dengue virus
KY586851	Thailand	2004	2017	12637	Dengue virus
FJ410174	USA: Puerto Rico	1995	2008	11053	Dengue virus
FJ373304	Venezuela: District Federal Caracas	2004	2008	11069	Dengue virus
GQ199816	Viet Nam: South	2007	2009	11053	Dengue virus
MN018288	China: Guangdong Province	2016	2020	11053	Dengue virus
GU131700	Viet Nam: South	2008	2009	11053	Dengue virus
EU482651	Viet Nam: south	2006	2008	11060	Dengue virus
KY474322	Ecuador: Machala	2014	2018	11060	Dengue virus
MN448654	Thailand	2011	2020	11053	Dengue virus
MF156237	China	2015	2018	11060	Dengue virus
KX655786	China	2015	2017	11060	Dengue virus
JF937638	Nicaragua: Managua	2010	2011	11069	Dengue virus
KC692497	Argentina: Buenos Aires	2009	2014	11053	Dengue virus
MH827542	China	2017	2019	11060	Dengue virus
FJ182035	Viet Nam: South	2007	2008	11053	Dengue virus
MW315176	New Caledonia	2016	2021	11053	Dengue virus
MW945930	Thailand	2006	2021	11053	Dengue virus
MW945860	Thailand	2013	2021	11053	Dengue virus
FJ850107	Venezuela: Aragua	2008	2009	11060	Dengue virus
MF004385	France	2014	2018	11060	Dengue virus
EU482500	Viet Nam: south	2007	2008	11053	Dengue virus
EU482630	Nicaragua: Managua	2007	2008	11060	Dengue virus
MH781015	Mexico	2012	2019	11060	Dengue virus
JN819411	Venezuela: Aragua	2005	2011	11053	Dengue virus
FJ410256	Viet Nam: South	2008	2008	11053	Dengue virus
GU131979	Mexico: Yucatan	2007	2009	11053	Dengue virus
KJ806947	Singapore	2013	2015	11053	Dengue virus
KY586873	Thailand	2006	2017	12637	Dengue virus
MW946182	Thailand	2004	2021	11053	Dengue virus
KM279549	Singapore	2012	2015	11060	Dengue virus
FJ461341	Viet Nam: South	2008	2009	11053	Dengue virus
KC294209	Peru: Iquitos	2011	2014	11060	Dengue virus
KY586610	Thailand	2000	2017	12637	Dengue virus
KC294217	Peru: Yurimaguas	2010	2014	11060	Dengue virus
DQ181798	Thailand: Bangkok	1999	2006	11060	Dengue virus
KU509286	India	2011	2017	11069	Dengue virus
KY586935	Thailand	2000	2017	12637	Dengue virus
AY726550	Myanmar	None	2005	11053	Dengue virus
FJ639771	Venezuela: Aragua	2001	2009	11069	Dengue virus
MH827538	China	2017	2019	11060	Dengue virus
HM631863	Nicaragua: Managua	2009	2010	11069	Dengue virus
KF955460	Viet Nam	2008	2014	11069	Dengue virus
FJ639729	Cambodia: BTB	2006	2009	11069	Dengue virus
KC964094	China: Foshan, Guangdong Province	1993	2013	11060	Dengue virus
KC172829	Laos: Latsavang	2008	2013	11053	Dengue virus
JF730055	USA: California	2009	2011	11060	Dengue virus
EU482639	Nicaragua: Managua	2006	2008	11060	Dengue virus
MW512410	Singapore	2014	2021	11060	Dengue virus
EU482502	Viet Nam: south	2007	2008	11053	Dengue virus
EU482463	Viet Nam: south	2006	2008	11060	Dengue virus
FJ373296	Viet Nam: South	2006	2008	11053	Dengue virus
MN448619	Thailand	2011	2020	11053	Dengue virus
MN018311	China: Guangdong Province	2015	2020	11053	Dengue virus
EU482704	Viet Nam: south	2007	2008	11060	Dengue virus
MG840570	China	2016	2019	11053	Dengue virus
DQ675520	Indonesia	1998	2006	11069	Dengue virus
EU482472	Viet Nam: south	2004	2008	11060	Dengue virus
MN018357	China: Guangdong Province	2014	2020	11060	Dengue virus
EF457906	Malaysia	1975	2007	11070	Dengue virus
KY586724	Thailand	2000	2017	12637	Dengue virus
MW315191	New Caledonia	2017	2021	11053	Dengue virus
KY586457	Thailand	2006	2017	12637	Dengue virus
GU131888	Cambodia: KCH	2006	2009	11053	Dengue virus
KF955479	Venezuela	2001	2014	11069	Dengue virus
MW512480	Singapore	2018	2021	11060	Dengue virus
MW945971	Thailand	1997	2021	11053	Dengue virus
GU131881	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
GQ199885	USA: Puerto Rico	1996	2009	11070	Dengue virus
EU482689	Nicaragua: Managua	2006	2008	11060	Dengue virus
EU482634	Nicaragua: Managua	2006	2008	11060	Dengue virus
LC410187	Thailand	2017	2018	11060	Dengue virus
EU482571	USA: Puerto Rico	1987	2008	11060	Dengue virus
MH827554	China	2017	2019	11060	Dengue virus
KF971869	China	2013	2014	11053	Dengue virus
GQ199793	Viet Nam: South	2007	2009	11053	Dengue virus
FJ898473	Venezuela: Aragua	2003	2009	11069	Dengue virus
GQ398299	Puerto Rico	1994	2010	11060	Dengue virus
GQ868577	Colombia: Norte de Santander	2005	2009	11069	Dengue virus
MH010629	China	2017	2019	11060	Dengue virus
EU482730	USA: Puerto Rico	1999	2008	11060	Dengue virus
MW945885	Thailand	2004	2021	11053	Dengue virus
EU569695	Nicaragua: Managua	2007	2008	11060	Dengue virus
GQ199846	Viet Nam: South	2006	2009	11053	Dengue virus
