family	genus	species	taxid	segment	num_seqs	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_cost	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides
Geminiviridae	unknown	Grapevine geminivirus A	1906317	None	22	taxon	NA	1573979672	1573979672	22	22	1	501648.0	202.52	2.5126942636811997	88	1	1	1
Pospiviroidae	Apscaviroid	Australian grapevine viroid	190810	None	174	taxon	NA	1574001059	1574001059	175	174	1	500672.0	65.90	2.7623098364064735	121	1	1	1
unknown	unknown	Bamboo mosaic virus satellite RNA	190811	None	568	taxon	NA	1574028961	1574028961	568	568	1	502212.0	1028.46	2.5126942636811997	88	1	1	1
Flaviviridae	Pestivirus	Atypical porcine pestivirus	1914447	None	40	taxon	NA	1573974585	1573974585	40	40	1	503844.0	1205.76	2.8459942636811997	116	1	1	2
Geminiviridae	Mastrevirus	Sugarcane chlorotic streak virus	1919062	None	12	taxon	NA	1573979567	1573979567	12	12	1	500480.0	136.89	2.5126942636811997	88	1	1	1
Pospiviroidae	Coleviroid	Coleus blumei viroid 1	192025	None	18	taxon	NA	1574001167	1574001167	18	18	1	499376.0	36.71	3.028643040981689	159	1	1	2
unknown	unknown	Beihai picorna-like virus 15	1922557	None	14	taxon	NA	1574028993	1574028993	14	14	1	504684.0	348.73	2.5126942636811997	88	1	1	1
unknown	unknown	Beihai picorna-like virus 35	1922578	None	13	taxon	NA	1574029077	1574029077	13	13	1	501620.0	318.13	2.5126942636811997	88	1	1	1
Baculoviridae	Betabaculovirus	Phthorimaea operculella granulovirus	192584	None	14	taxon	NA	1573970372	1573970372	14	14	1	515488.0	2794.65	2.5126942636811997	88	1	1	1
unknown	unknown	Basavirus sp.	1930507	None	4	taxon	NA	1574028985	1574028985	16	4	1	499996.0	394.85	2.5126942636811997	88	1	1	1
unknown	unknown	Rasavirus sp.	1930508	None	2	taxon	NA	1574029332	1574029332	10	2	1	501804.0	186.80	2.5126942636811997	88	1	1	1
unknown	unknown	Posavirus sp.	1930510	None	12	taxon	NA	1574029316	1574029316	47	12	1	499880.0	358.26	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	Akabane orthobunyavirus	1933178	L	13	taxon	NA	1573994161	1573994161	13	13	1	500200.0	426.68	2.6350433771173467	89	1	1	2
Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	1933179	S	27	taxon	NA	1573994372	1573994372	27	27	1	502696.0	245.15	2.912914134296109	129	1	1	2
Phenuiviridae	Phlebovirus	Candiru phlebovirus	1933182	S	10	taxon	NA	1573995021	1573995021	13	11	1	504216.0	263.17	4.418323285568201	119	3	1	4
Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	1933186	M	16	taxon	NA	1573995072	1573995072	17	16	1	502468.0	941.94	2.6860342433258255	94	1	1	2
Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	1933187	L	138	taxon	NA	1573995161	1573995161	138	138	1	503580.0	1037.65	2.5126942636811997	88	1	1	1
Phenuiviridae	Phlebovirus	Sandfly fever Naples phlebovirus	1933189	M	30	taxon	NA	1573995787	1573995787	34	30	1	501600.0	270.49	3.4821573353204816	96	1	2	3
Phenuiviridae	Phlebovirus	SFTS phlebovirus	1933190	L	101	taxon	NA	1573995336	1573995336	101	101	1	503472.0	1496.96	2.5126942636811997	88	1	1	1
Phenuiviridae	Phlebovirus	Uukuniemi phlebovirus	1933191	S	11	taxon	NA	1573996058	1573996058	12	11	1	503312.0	397.27	3.4048324226839717	100	1	2	2
Tospoviridae	Orthotospovirus	Groundnut bud necrosis tospovirus	1933261	S	16	taxon	NA	1574027480	1574027480	16	16	1	501928.0	256.54	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	1933274	L	13	taxon	NA	1573994402	1573994402	13	13	1	500692.0	318.10	2.5126942636811997	88	1	1	1
Tospoviridae	Orthotospovirus	Impatiens necrotic spot tospovirus	1933294	S	12	taxon	NA	1574027535	1574027535	14	12	1	502700.0	159.46	2.5126942636811997	88	1	1	1
Tospoviridae	Orthotospovirus	Tomato spotted wilt tospovirus	1933298	L	50	taxon	NA	1574027639	1574027639	59	50	1	503056.0	1087.84	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	1933309	L	21	taxon	NA	1573994641	1573994641	21	21	1	500684.0	429.21	2.5126942636811997	88	1	1	1
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 1	194440	None	246	taxon	NA	1574020808	1574020808	246	246	1	505652.0	686.26	2.5126942636811997	88	1	1	1
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 2	194441	None	15	taxon	NA	1574020827	1574020827	15	15	1	500912.0	460.48	2.5126942636811997	88	1	1	1
Alphasatellitidae	Clecrusatellite	Euphorbia yellow mosaic alphasatellite	1949199	None	12	taxon	NA	1573969404	1573969404	12	12	1	501168.0	134.83	2.5126942636811997	88	1	1	1
unknown	unknown	Cordoba virus	1955175	None	10	taxon	NA	1574029084	1574029084	10	10	1	501352.0	246.30	2.5453224201679636	91	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Taiwan virus	196093	DNA A	51	taxon	NA	1573978661	1573978661	51	51	1	501292.0	605.70	2.5126942636811997	88	1	1	1
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	1961679	None	11	taxon	NA	1573990235	1573990235	11	11	1	503336.0	791.27	4.389936002980723	114	2	2	4
Tombusviridae	Betanecrovirus	Beet black scorch virus	196375	None	24	taxon	NA	1574027209	1574027209	24	24	1	503940.0	428.41	2.5126942636811997	88	1	1	1
Betaflexiviridae	Foveavirus	Grapevine rupestris stem pitting-associated virus	196400	None	109	taxon	NA	1573970706	1573970706	109	109	1	506120.0	1291.01	2.6270324226839716	100	1	1	1
Circoviridae	Circovirus	Circovirus sp.	1964372	None	3	taxon	NA	1573972110	1573972110	14	3	1	501528.0	80.67	2.5126942636811997	88	1	1	1
Coronaviridae	Deltacoronavirus	Coronavirus HKU15	1965089	None	109	taxon	NA	1573973219	1573973219	109	109	1	510964.0	2639.80	2.5126942636811997	88	1	1	1
Anelloviridae	Kappatorquevirus	Torque teno sus virus k2a	1968861	None	12	taxon	NA	1573969633	1573969633	12	12	1	501852.0	165.79	2.868111090344213	120	1	1	2
unknown	Negevirus	Castlerea virus	1969351	None	11	taxon	NA	1574028755	1574028755	11	11	1	502952.0	472.75	2.5126942636811997	88	1	1	1
Rhabdoviridae	Vesiculovirus	Chandipura vesiculovirus	1972576	None	10	taxon	NA	1574022519	1574022519	10	10	1	502464.0	438.20	2.6953266863651715	95	1	1	2
Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus	1972577	None	52	taxon	NA	1574022628	1574022628	52	52	1	501808.0	668.11	2.5126942636811997	88	1	1	1
Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	1972578	None	18	taxon	NA	1574022741	1574022741	18	18	1	501060.0	600.42	2.6350433771173467	89	1	1	2
Rhabdoviridae	Hapavirus	Flanders hapavirus	1972612	None	11	taxon	NA	1574021675	1574021675	11	11	1	504768.0	430.31	2.5126942636811997	88	1	1	1
Inoviridae	Inovirus	Escherichia virus M13	1977402	None	13	taxon	NA	1573982145	1573982145	13	13	1	502112.0	259.89	2.5126942636811997	88	1	1	1
Paramyxoviridae	Rubulavirus	Human rubulavirus 2	1979160	None	59	taxon	NA	1573991808	1573991808	59	59	1	506916.0	658.90	2.5126942636811997	88	1	1	1
Paramyxoviridae	Rubulavirus	Human rubulavirus 4	1979161	None	25	taxon	NA	1573991815	1573991815	25	25	1	501348.0	419.35	2.5126942636811997	88	1	1	1
Paramyxoviridae	Rubulavirus	Mammalian rubulavirus 5	1979162	None	40	taxon	NA	1573991909	1573991909	40	40	1	505144.0	1694.70	2.5126942636811997	88	1	1	1
Paramyxoviridae	Rubulavirus	Mumps rubulavirus	1979165	None	345	taxon	NA	1573992132	1573992132	345	345	1	512044.0	4244.74	2.5126942636811997	88	1	1	1
Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus	1980426	RNA 3	64	taxon	NA	1573973647	1573973647	64	64	1	502008.0	839.00	2.5126942636811997	88	1	1	1
Fimoviridae	Emaravirus	Fig mosaic emaravirus	1980427	3	17	taxon	NA	1573973750	1573973750	17	17	1	500384.0	148.69	2.5126942636811997	88	1	1	1
Hantaviridae	Orthohantavirus	Andes orthohantavirus	1980456	S	13	taxon	NA	1573979717	1573979717	13	13	1	502968.0	161.88	2.6237942636811997	88	1	1	2
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	L	11	taxon	NA	1573979752	1573979752	11	11	1	501388.0	458.04	2.6237942636811997	88	1	1	2
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	L	89	taxon	NA	1573979796	1573979796	89	89	1	503408.0	1259.27	3.2057160284948063	232	1	1	2
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	S	101	taxon	NA	1573979876	1573979876	101	101	1	504048.0	601.56	2.6189163730311917	99	1	1	1
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	L	25	taxon	NA	1573979881	1573979881	25	25	1	502520.0	1164.61	2.5126942636811997	88	1	1	1
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	S	10	taxon	NA	1573980061	1573980061	10	10	1	500028.0	135.74	2.5126942636811997	88	1	1	1
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	S	24	taxon	NA	1573980198	1573980198	24	24	1	501272.0	492.05	2.8459942636811997	88	1	1	4
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	L	125	taxon	NA	1573984348	1573984348	125	125	1	506756.0	1957.45	3.506918128345179	115	1	2	2
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	S	18	taxon	NA	1573984436	1573984436	19	19	1	500828.0	412.05	2.5126942636811997	88	1	1	1
Iflaviridae	Iflavirus	Deformed wing virus	198112	None	26	taxon	NA	1573981758	1573981758	26	26	1	505716.0	384.76	2.5126942636811997	88	1	1	1
Siphoviridae	Pegunavirus	Mycobacterium virus Soto	1982928	None	16	taxon	NA	1574023804	1574023804	16	16	1	510032.0	1260.49	2.5126942636811997	88	1	1	1
Podoviridae	Perisivirus	Brucella virus Tb	1984800	None	27	taxon	NA	1573999829	1573999829	27	27	1	508924.0	1239.83	2.5126942636811997	88	1	1	1
Flaviviridae	Pegivirus	Pegivirus C	1985356	None	82	taxon	NA	1573974519	1573974519	82	82	1	503772.0	2870.33	3.8343360029807223	168	1	2	3
Flaviviridae	Pegivirus	Pegivirus H	1985361	None	19	taxon	NA	1573974555	1573974555	19	19	1	502288.0	668.11	2.5126942636811997	88	1	1	1
Microviridae	Gequatrovirus	Escherichia virus G4	1986034	None	353	taxon	NA	1573984110	1573984110	353	353	1	506044.0	1739.16	2.5126942636811997	88	1	1	1
Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	1986538	None	11	taxon	NA	1574023725	1574023725	11	11	1	509300.0	1331.56	2.5126942636811997	88	1	1	1
Myoviridae	Pbunavirus	Pseudomonas virus PB1	2006179	None	14	taxon	NA	1573984227	1573984227	16	14	1	508512.0	2472.50	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Chili leaf curl betasatellite	2010286	None	48	taxon	NA	1574026279	1574026279	49	49	1	502216.0	249.48	2.9999	92	1	1	5
Anelloviridae	unknown	Torque teno Leptonychotes weddellii virus-1	2012676	None	133	taxon	NA	1573969701	1573969701	133	133	1	500556.0	467.49	2.8283439250039426	113	1	1	2
Anelloviridae	unknown	Torque teno Leptonychotes weddellii virus-2	2012677	None	19	taxon	NA	1573969702	1573969702	19	19	1	499800.0	157.02	2.534811090344213	90	1	1	1
Geminiviridae	Mastrevirus	Rice latent virus 1	2012856	None	22	taxon	NA	1573979505	1573979505	22	22	1	500768.0	206.16	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 1	2014603	None	21	taxon	NA	1573992564	1573992564	21	21	1	501880.0	737.67	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Dromedary camel bocaparvovirus 2	2014604	None	18	taxon	NA	1573992659	1573992659	18	18	1	499480.0	331.11	2.5126942636811997	88	1	1	1
Betaflexiviridae	Foveavirus	Grapevine virus T	2016035	None	23	taxon	NA	1573970839	1573970839	23	23	1	503060.0	964.78	2.6237942636811997	88	1	1	2
Anelloviridae	unknown	Giant panda anellovirus	2016460	None	9	taxon	NA	1573969670	1573969670	19	10	2	514564.0	247.98	4.29567172968115	197	2.5	1	3.5
Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	2016461	None	3	taxon	NA	1573979705	1573979705	15	4	1	501988.0	80.01	3.0929714113224147	181	1	1	2
Geminiviridae	unknown	Wild vitis virus 1	2025352	None	12	taxon	NA	1573979698	1573979698	12	12	1	501200.0	301.87	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Maize striate mosaic virus	2025388	None	13	taxon	NA	1573979432	1573979432	13	13	1	502696.0	132.67	2.5126942636811997	88	1	1	1
Amnoonviridae	Tilapinevirus	Tilapia tilapinevirus	2034996	1	2	taxon	NA	1573969498	1573969498	10	2	1	501700.0	97.98	2.5126942636811997	88	1	1	1
Circoviridae	Cyclovirus	Human associated cyclovirus 8	2038726	None	16	taxon	NA	1573972356	1573972356	23	16	1	500632.0	158.54	2.5126942636811997	88	1	1	1
Reoviridae	Orbivirus	Great Island virus	204269	2	10	taxon	NA	1574014162	1574014162	10	10	1	501232.0	367.01	3.8837515990016813	186	2	1	3
Tolecusatellitidae	Betasatellite	Tobacco leaf curl betasatellite	205323	None	19	taxon	NA	1574026917	1574026917	19	19	1	501176.0	372.19	3.149312910986066	162	1	1	3
Reoviridae	Cypovirus	Cypovirus 1	205895	RNA 10	13	taxon	NA	1574005949	1574005949	13	13	1	501568.0	154.27	2.5126942636811997	88	1	1	1
Anelloviridae	Betatorquevirus	Torque teno mini virus 10	2065036	None	1	taxon	NA	1573969574	1573969574	24	1	1	500572.0	124.94	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Croton yellow vein mosaic virus	207697	DNA A	22	taxon	NA	1573976358	1573976358	22	22	1	498948.0	437.71	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Vietnam virus	208177	DNA A	13	taxon	NA	1573978716	1573978716	13	13	1	501668.0	177.22	2.5126942636811997	88	1	1	1
Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	209529	None	16	taxon	NA	1573973304	1573973304	16	16	1	986272.0	948.73	2.5126942636811997	88	1	1	1
Alphasatellitidae	Clecrusatellite	Melon chlorotic mosaic alphasatellite	2169825	None	36	taxon	NA	1573969404	1573969404	36	36	1	499144.0	297.32	2.5126942636811997	88	1	1	1
Alphasatellitidae	Gosmusatellite	Gossypium mustelinum symptomless alphasatellite	2169907	DNA alpha B	12	taxon	NA	1573969403	1573969403	12	12	1	502820.0	169.23	2.5126942636811997	88	1	1	1
Luteoviridae	Luteovirus	Barley yellow dwarf virus PAS	2169985	None	14	taxon	NA	1573982799	1573982799	14	14	1	501852.0	356.38	2.5126942636811997	88	1	1	1
Luteoviridae	Luteovirus	Barley yellow dwarf virus PAV	2169986	None	68	taxon	NA	1573983158	1573983158	68	68	1	502068.0	1813.21	2.6105894934871645	98	1	1	1
Arenaviridae	Mammarenavirus	Argentinian mammarenavirus	2169991	L	18	taxon	NA	1573969789	1573969789	20	18	1	503376.0	533.77	2.5126942636811997	88	1	1	1
Arenaviridae	Mammarenavirus	Cali mammarenavirus	2169993	S	10	taxon	NA	1573969803	1573969803	11	10	1	500840.0	137.76	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	Wolkberg orthobunyavirus	2170059	L	11	taxon	NA	1573994721	1573994721	11	11	1	501360.0	223.03	2.5126942636811997	88	1	1	1
Flaviviridae	Pestivirus	Pestivirus A	2170080	None	90	taxon	NA	1573974695	1573974695	90	90	1	2330144.0	1955.80	6.501136002980723	114	3	4	5
Flaviviridae	Pestivirus	Pestivirus B	2170081	None	100	taxon	NA	1573974746	1573974746	100	100	1	503924.0	2373.96	2.5126942636811997	88	1	1	1
Flaviviridae	Pestivirus	Pestivirus C	2170082	None	158	taxon	NA	1573974858	1573974858	158	158	1	506000.0	741.41	2.5126942636811997	88	1	1	1
Flaviviridae	Pestivirus	Pestivirus D	2170083	None	15	taxon	NA	1573975224	1573975224	15	15	1	502292.0	713.70	3.5554999999999994	92	2	1	4
Flaviviridae	Pestivirus	Pestivirus H	2170087	None	20	taxon	NA	1573975282	1573975282	20	20	1	502148.0	358.48	2.5126942636811997	88	1	1	1
Dicistroviridae	Triatovirus	Homalodisca coagulata virus 1	2170238	None	31	taxon	NA	1573973397	1573973397	31	31	1	501856.0	469.82	2.5126942636811997	88	1	1	1
Closteroviridae	Velarivirus	Little cherry virus 1	217686	None	15	taxon	NA	1573972762	1573972762	15	15	1	503000.0	862.19	2.7613160284948064	103	1	1	2
Avsunviroidae	Elaviroid	Eggplant latent viroid	219174	None	45	taxon	NA	1573970277	1573970277	45	45	1	500512.0	101.56	3.8488437654486547	173	2	1	3
Geminiviridae	Begomovirus	Tomato leaf curl Gujarat virus	219299	DNA A	21	taxon	NA	1573978414	1573978414	21	21	1	501268.0	401.24	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Tobacco curly shoot betasatellite	219596	None	10	taxon	NA	1574026903	1574026903	10	10	1	502800.0	113.40	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Bangalore virus	220608	DNA A	17	taxon	NA	1573978356	1573978356	17	17	1	501608.0	397.51	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Tomato leaf curl betasatellite	220812	None	74	taxon	NA	1574027078	1574027078	87	76	3	523220.0	583.80	3.4075296266420314	162.66666666666666	1.6666666666666667	1	2
Geminiviridae	Begomovirus	Tomato leaf curl Karnataka virus	220932	DNA A	31	taxon	NA	1573978476	1573978476	31	31	1	502836.0	1318.40	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Malvastrum yellow vein betasatellite	221036	None	33	taxon	NA	1574026686	1574026686	33	33	1	502696.0	343.31	2.8283439250039426	113	1	1	2
Potyviridae	Potyvirus	Pennisetum mosaic virus	221262	None	22	taxon	NA	1574002002	1574002002	22	22	1	499976.0	444.17	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Chayote yellow mosaic virus	222450	DNA A	10	taxon	NA	1573975861	1573975861	10	10	1	501784.0	135.19	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Cotton leaf curl Alabad virus	222456	DNA A	12	taxon	NA	1573976166	1573976166	12	12	1	500880.0	160.88	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Cotton leaf curl Gezira virus	222459	DNA A	52	taxon	NA	1573976174	1573976174	52	52	1	500744.0	671.53	2.6105894934871645	98	1	1	1
Geminiviridae	Begomovirus	Cotton leaf curl Kokhran virus	222464	DNA A	43	taxon	NA	1573976234	1573976234	43	43	1	502116.0	1190.52	2.6237942636811997	88	1	1	2
Nodaviridae	unknown	Macrobrachium rosenbergii nodavirus	222557	RNA 2	15	taxon	NA	1573985746	1573985746	15	15	1	502104.0	185.88	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Cotton leaf curl Multan virus	223252	DNA A	97	taxon	NA	1574098459	1574098459	97	97	1	505024.0	529.54	2.6237942636811997	88	1	1	2
Geminiviridae	Begomovirus	East African cassava mosaic Cameroon virus	223262	DNA A	25	taxon	NA	1573976368	1573976368	25	25	1	503168.0	659.74	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	East African cassava mosaic Malawi virus	223264	DNA A	15	taxon	NA	1573976568	1573976568	15	15	1	500120.0	337.04	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	East African cassava mosaic Zanzibar virus	223275	DNA A	15	taxon	NA	1573976652	1573976652	15	15	1	503576.0	283.58	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus	223287	DNA A	85	taxon	NA	1573977129	1573977129	86	85	1	504508.0	487.49	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Pepper golden mosaic virus	223301	DNA A	67	taxon	NA	1573977601	1573977601	67	67	1	499812.0	1182.83	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Pepper huasteco yellow vein virus	223303	DNA A	50	taxon	NA	1573977626	1573977626	50	50	1	502196.0	965.11	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Bangladesh virus	223344	DNA A	10	taxon	NA	1573978362	1573978362	11	10	1	502708.0	158.14	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	223347	DNA A	173	taxon	NA	1573978589	1573978589	173	173	1	501688.0	1161.66	2.987222044777587	147	1	1	2
Luteoviridae	Luteovirus	Barley yellow dwarf virus GAV	224578	None	16	taxon	NA	1573982797	1573982797	16	16	1	502128.0	507.24	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Sweet potato leaf curl Georgia virus	225752	DNA A	5	taxon	NA	1573978134	1573978134	13	5	1	500152.0	180.54	2.5126942636811997	88	1	1	1
Virgaviridae	Tobamovirus	Youcai mosaic virus	228578	None	15	taxon	NA	1574028546	1574028546	15	15	1	499700.0	223.78	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Sida micrantha mosaic virus	228897	DNA A	34	taxon	NA	1573977849	1573977849	34	34	1	501952.0	293.40	2.5555	92	1	1	1
Geminiviridae	Begomovirus	Papaya leaf curl China virus	229634	DNA A	55	taxon	NA	1573977510	1573977510	55	55	1	502188.0	468.29	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl China virus	229636	DNA A	14	taxon	NA	1573978383	1573978383	14	14	1	503640.0	244.17	2.5126942636811997	88	1	1	1
Retroviridae	Betaretrovirus	Enzootic nasal tumour virus of goats	239365	None	26	taxon	NA	1574020385	1574020385	26	26	1	502984.0	421.51	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Honeysuckle yellow vein virus	240865	DNA A	15	taxon	NA	1573976906	1573976906	15	15	1	500624.0	602.11	2.5126942636811997	88	1	1	1
Arteriviridae	Alphaarterivirus	Alphaarterivirus equid	2499620	None	90	taxon	NA	1573969948	1573969948	90	90	1	504084.0	1281.24	2.5126942636811997	88	1	1	1
Arteriviridae	Deltaarterivirus	Deltaarterivirus hemfev	2499622	None	10	taxon	NA	1573969988	1573969988	11	10	1	503184.0	590.53	2.5126942636811997	88	1	1	1
Arteriviridae	Betaarterivirus	Betaarterivirus suid 2	2499685	None	11	taxon	NA	1573969958	1573969958	11	11	1	502584.0	405.45	2.5126942636811997	88	1	1	1
Arteriviridae	Zetaarterivirus	Zetaarterivirus ugarco 1	2499932	None	49	taxon	NA	1573970108	1573970108	49	49	1	505708.0	543.62	2.5126942636811997	88	1	1	1
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	L	11	taxon	NA	1573980198	1573980198	11	11	1	503060.0	499.56	2.5126942636811997	88	1	1	1
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	M	14	taxon	NA	1573980342	1573980342	14	14	1	501148.0	263.82	2.5126942636811997	88	1	1	1
Hantaviridae	Mobatvirus	Nova mobatvirus	2501381	S	103	taxon	NA	1573979712	1573979712	103	103	1	502588.0	2044.76	3.8610337616452863	226	2	1	2
Arteriviridae	Epsilonarterivirus	Epsilonarterivirus safriver	2501965	None	19	taxon	NA	1573970052	1573970052	19	19	1	505228.0	1476.93	2.5126942636811997	88	1	1	1
Arteriviridae	Etaarterivirus	Etaarterivirus ugarco 1	2501969	None	28	taxon	NA	1573970082	1573970082	28	28	1	504156.0	518.51	2.5126942636811997	88	1	1	1
Arteriviridae	Thetaarterivirus	Thetaarterivirus mikelba 1	2502000	None	11	taxon	NA	1573970091	1573970091	11	11	1	500828.0	472.19	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	Aino orthobunyavirus	2560289	M	12	taxon	NA	1573994018	1573994018	12	12	1	502104.0	347.97	2.5126942636811997	88	1	1	1
Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	2560547	L	27	taxon	NA	1573994573	1573994573	27	27	1	501564.0	391.00	2.5126942636811997	88	1	1	1
Geminiviridae	Grablovirus	Prunus latent virus	2560653	None	21	taxon	NA	1573979249	1573979249	21	21	1	500228.0	254.84	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato yellow leaf curl Mali virus	260377	DNA A	11	taxon	NA	1573978956	1573978956	11	11	1	502356.0	262.98	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Pepper yellow vein Mali virus	260378	DNA A	19	taxon	NA	1573977720	1573977720	19	19	1	502680.0	302.42	2.5126942636811997	88	1	1	1
Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	262588	DNA C	164	taxon	NA	1573985020	1573985020	164	164	1	501828.0	473.74	2.5126942636811997	88	1	1	1
Iridoviridae	Ranavirus	Ambystoma tigrinum virus	265294	None	21	taxon	NA	1573982186	1573982186	21	21	1	516232.0	2247.56	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato yellow leaf curl Kanchanaburi virus	266799	DNA A	30	taxon	NA	1573978895	1573978895	30	30	1	500640.0	230.26	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato leaf curl Sudan virus	270146	DNA A	38	taxon	NA	1573978661	1573978661	38	38	1	502216.0	404.21	2.5126942636811997	88	1	1	1
Baculoviridae	Alphabaculovirus	Bombyx mori nucleopolyhedrovirus	271108	None	12	taxon	NA	1573970324	1573970324	12	12	1	514356.0	2794.80	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Papaya leaf curl Guandong virus	271479	DNA A	16	taxon	NA	1573977517	1573977517	16	16	1	501360.0	189.36	2.5126942636811997	88	1	1	1
Parvoviridae	Dependoparvovirus	Adeno-associated virus	272636	None	72	taxon	NA	1573993390	1573993390	73	72	1	503140.0	1080.12	2.6237942636811997	88	1	1	2
Reoviridae	Cardoreovirus	Eriocheir sinensis reovirus	273810	None	9	taxon	NA	1574005593	1574005593	12	12	4	519748.0	355.18	4.318319263681199	88	2.25	2.25	2.25
Coronaviridae	Alphacoronavirus	Human coronavirus NL63	277944	None	66	taxon	NA	1573972852	1573972852	66	66	1	508028.0	549.30	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Tomato leaf curl China betasatellite	278069	None	116	taxon	NA	1574027018	1574027018	123	116	2	526164.0	674.58	3.2050976757547023	120.5	1	1.5	2.5
Paramyxoviridae	Avulavirus	Avian avulavirus 4	28274	None	10	taxon	NA	1573991028	1573991028	10	10	1	502892.0	234.02	2.5126942636811997	88	1	1	1
Phenuiviridae	Phlebovirus	Sandfly fever Sicilian virus	28292	S	3	taxon	NA	1573996016	1573996016	10	3	1	498920.0	111.89	2.5126942636811997	88	1	1	1
Coronaviridae	Alphacoronavirus	Porcine epidemic diarrhea virus	28295	None	610	taxon	NA	1573972947	1573972947	610	610	1	1058876.0	12887.08	2.5126942636811997	88	1	1	1
Arteriviridae	unknown	Porcine reproductive and respiratory syndrome virus	28344	None	816	taxon	NA	1573970160	1573970160	817	816	1	1658272.0	29180.04	3.6020405378427522	134	2	1	2
